,gross,imdb,metascore,movie,votes,year
530,5971336,4.3,26,Basic Instinct 2,34169,2006
531,136432,6.5,62,Severance,34143,2006
532,7025803,5.4,36,Turistas,33588,2006
533,28142535,5.8,59,The Ant Bully,33482,2006
534,28426747,5.0,37,Garfield: A Tail of Two Kitties,33188,2006
535,82985708,6.3,68,Charlotte's Web,32188,2006
536,450686,6.5,59,Dnevnoy dozor,31670,2006
537,14415222,6.5,62,Hollywoodland,31006,2006
538,7006708,6.1,62,Bug,30601,2006
539,1173673,7.1,65,Find Me Guilty,30473,2006
540,18843314,4.7,45,The Marine,30082,2006
541,1985292,6.5,64,Shortbus,29851,2006
542,37442180,6.2,39,Man of the Year,29826,2006
543,15132763,6.0,39,Arthur and the Invisibles,29285,2006
544,412544,7.8,78,After the Wedding,28675,2006
545,1499127,7.0,72,Priceless,28433,2006
546,23086480,5.1,24,Stay Alive,27857,2006
547,48461,6.5,47,Gedo senki,27783,2006
548,144397,6.5,44,Unknown,27722,2006
549,17803796,5.9,44,School for Scoundrels,27720,2006
550,1000045,6.9,52,Goya's Ghosts,27386,2006
551,418296,6.7,62,Seraphim Falls,27029,2006
552,84500122,4.7,32,The Santa Clause 3: The Escape Clause,26867,2006
553,298110,6.7,70,Fido,26715,2006
554,20259297,4.7,27,Pulse,26574,2006
555,302179,7.5,75,This Film Is Not Yet Rated,26467,2006
556,2975649,7.0,57,Miss Potter,25953,2006
557,155873,5.7,57,Hatchet,25877,2006
558,38360195,6.4,52,Last Holiday,25011,2006
559,902544,7.5,62,Jesus Camp,24848,2006
560,26870825,6.4,53,Stick It,24726,2006
561,72779000,5.6,42,Barnyard,23928,2006
562,15032800,5.1,17,See No Evil,23925,2006
563,3960414,7.3,40,Peaceful Warrior,23878,2006
564,516139,7.0,67,A Guide to Recognizing Your Saints,23584,2006
565,7191830,5.5,45,American Dreamz,23479,2006
566,34742066,6.7,55,Take the Lead,23358,2006
567,13367101,5.8,68,Friends with Money,23119,2006
568,1308696,6.1,49,The Good German,22789,2006
569,21208358,7.5,65,Amazing Grace,22498,2006
570,7221458,6.2,37,All the King's Men,22282,2006
571,1004059,6.3,64,Fast Food Nation,22233,2006
572,16235293,4.6,22,Black Christmas,22217,2006
573,652526,5.1,42,Alex Rider: Operation Stormbreaker,21871,2006
574,4613815,6.0,27,Let's Go to Prison,21403,2006
575,37384046,5.3,47,The Wild,21352,2006
576,10996440,6.3,55,The Astronaut Farmer,21079,2006
577,15269668,6.0,43,Catch and Release,21041,2006
578,6754898,6.2,52,Running with Scissors,21018,2006
579,928960,6.5,56,Breaking and Entering,21015,2006
580,4261350,4.8,21,Van Wilder 2: The Rise of Taj,20837,2006
581,20342852,6.8,75,A Prairie Home Companion,20724,2006
582,11441751,3.9,17,Material Girls,20481,2006
583,4571521,7.6,88,Away from Her,20201,2006
584,210128,6.7,69,Starter for 10,19882,2006
585,1661464,6.4,45,Factory Girl,19759,2006
586,35092918,4.9,28,Deck the Halls,19164,2006
587,17127992,5.8,37,Annapolis,19143,2006
588,69136,6.8,66,Behind the Mask: The Rise of Leslie Vernon,19119,2006
589,2706659,6.9,74,The History Boys,19096,2006
590,188565,6.5,60,Lonely Hearts,19065,2006
591,8661334,7.5,82,The Namesake,17806,2006
592,18811135,7.4,72,Akeelah and the Bee,16811,2006
593,11631245,4.3,26,Zoom,16800,2006
594,61123569,4.4,43,The Shaggy Dog,16588,2006
595,3091922,5.5,32,The Ex,16055,2006
596,3438735,7.4,49,The Ultimate Gift,15966,2006
597,302752,7.1,62,"OSS 117: Cairo, Nest of Spies",15884,2006
598,3296916,6.3,54,Art School Confidential,15817,2006
599,7156933,6.7,70,The Hoax,15339,2006
600,1150403,7.1,68,Infamous,15304,2006
601,63260,6.7,57,Renaissance,14988,2006
602,10205,7.0,83,Taxidermia,14820,2006
603,12512886,5.1,43,Freedomland,14400,2006
604,220914,6.5,50,Fur: An Imaginary Portrait of Diane Arbus,14287,2006
605,58640119,6.5,62,Curious George,14064,2006
606,10178331,6.7,38,Facing the Giants,13971,2006
607,7825820,5.9,51,The Night Listener,13788,2006
608,81416,6.7,54,10 Items or Less,13606,2006
609,17311,6.7,65,The Dead Girl,13541,2006
610,317594,7.1,82,Days of Glory,13059,2006
611,5542025,6.3,68,For Your Consideration,12950,2006
612,1018965,4.6,33,Skinwalkers,12326,2006
613,352786,6.8,59,Copying Beethoven,12051,2006
614,18569,7.5,56,The Unknown Woman,11899,2006
615,64802,6.1,57,Right at Your Door,11883,2006
616,3343528,7.1,82,Venus,11840,2006
617,1255524,5.6,42,The Abandoned,11833,2006
618,1677838,7.7,70,Who Killed the Electric Car?,11735,2006
619,11425894,6.8,64,Something New,11660,2006
620,148872,7.9,59,Cocaine Cowboys,11613,2006
621,26014,7.6,54,Snow Cake,11575,2006
622,153432,6.8,73,Red Road,11077,2006
623,7749851,4.8,38,The Return,10958,2006
624,199176,6.6,66,Sherrybaby,10912,2006
625,316694,7.5,64,The Road to Guantanamo,10842,2006
626,14742,7.2,73,Shi gan,10835,2006
627,161593,7.0,70,Outsourced,10581,2006
628,233637,6.3,63,The Foot Fist Way,10330,2006
629,179780,7.3,58,The Bridge,10257,2006
630,238774,6.8,56,Driving Lessons,10144,2006
631,21160089,6.0,63,ATL,10058,2006
632,8108247,7.3,47,Bella,10039,2006
633,51300,6.7,71,Direktøren for det hele,9922,2006
634,49753,5.6,42,Home of the Brave,9884,2006
635,63257940,5.1,45,Madea's Family Reunion,9770,2006
636,4291965,6.7,62,Catch a Fire,9675,2006
637,119958,7.3,72,Iklimler,9476,2006
638,15655665,3.2,21,Larry the Cable Guy: Health Inspector,9394,2006
639,15589393,4.5,28,Happily N'Ever After,9334,2006
640,16647384,5.1,43,Unaccompanied Minors,9326,2006
641,30577122,8.0,86,Deliver Us from Evil,9164,2006
642,37629831,6.8,52,The Nativity Story,9007,2006
643,2272329,6.6,68,The Valet,8946,2006
644,7009668,2.1,30,Crossover,8873,2006
645,21318194,5.9,37,Waist Deep,8766,2006
646,742614,5.8,58,Ask the Dust,8685,2006
647,548811,7.4,79,Reprise,8503,2006
648,7059537,3.1,36,Phat Girlz,8453,2006
649,654132,5.0,37,Another Gay Movie,8314,2006
650,32921,5.6,69,The Last Winter,7978,2006
651,48913,5.9,45,Mini's First Time,7646,2006
652,49413,7.3,73,Fong juk,7610,2006
653,475000,6.0,40,Beer League,7320,2006
654,510000,6.4,40,Sweetheart,7255,2006
655,8080116,5.6,46,Hoot,7208,2006
656,14522427,5.8,51,Everyone's Hero,7027,2006
657,617228,7.4,72,Obsluhoval jsem anglického krále,6790,2006
658,20998709,6.2,57,Flicka,6779,2006
659,519086,6.3,49,Death of a President,6704,2006
660,179948,7.3,85,Offside,6616,2006
661,206647,7.1,67,La tourneuse de pages,6469,2006
662,59619,5.8,31,Gray Matters,6418,2006
663,88066,7.4,77,12:08 East of Bucharest,6359,2006
664,13395961,6.3,38,One Night with the King,6290,2006
665,399879,6.3,65,Jindabyne,6070,2006
666,53481,6.4,36,10th & Wolf,5855,2006
667,418689,5.6,48,The Oh in Ohio,5752,2006
668,1422461,6.7,65,Mon meilleur ami,5743,2006
669,14056,6.9,57,Lights in the Dusk,5697,2006
670,85976,6.5,68,Delirious,5534,2006
671,763066,7.4,67,O Ano em Que Meus Pais Saíram de Férias,5491,2006
672,43060,7.3,71,Grbavica,5430,2006
673,265198,6.6,65,The TV Set,5266,2006
674,8632,7.0,82,Requiem,5235,2006
675,255352,6.7,84,Old Joy,5200,2006
676,220151,6.8,56,Boy Culture,5104,2006
677,6387,6.9,57,Special,5080,2006
678,157121,7.3,61,The Bubble,5059,2006
679,1102937,7.4,64,The U.S. vs. John Lennon,5048,2006
680,54855,7.4,83,Triad Election,4991,2006
681,68236,7.3,81,Still Life,4985,2006
682,12549485,6.3,55,Idlewild,4897,2006
683,136074,7.1,49,The Flying Scotsman,4730,2006
684,226990,5.8,57,Confetti,4699,2006
685,166485,7.6,74,La faute à Fidel!,4661,2006
686,13022756,5.4,56,How to Eat Fried Worms,4609,2006
687,1215045,7.7,77,Shut Up & Sing,4599,2006
688,850920,8.0,59,Sharkwater,4534,2006
689,1063647,6.9,74,Nuovomondo,4472,2006
690,186492,7.7,63,Vitus,4413,2006
691,7556004,5.5,46,El cantante,4397,2006
692,1008849,5.1,34,Thr3e,4234,2006
693,7382993,2.8,23,Doogal,4193,2006
694,9458,6.3,57,The Sasquatch Gang,4167,2006
695,63911,5.9,34,Even Money,4121,2006
696,128585,6.2,57,The Groomsmen,4120,2006
697,277991,7.0,82,Ten Canoes,4064,2006
698,3130,5.8,36,I'm Reed Fish,4046,2006
699,687414,6.8,80,Lady Chatterley,4014,2006
700,1689999,7.1,72,Quinceañera,3867,2006
701,126242,6.3,52,Fay Grim,3841,2006
702,2044614,6.8,64,Avenue Montaigne,3812,2006
703,63049,6.5,60,Dans Paris,3695,2006
704,10018,6.1,65,Alone with Her,3587,2006
705,134240,7.0,77,Coeurs,3530,2006
706,3117666,7.4,73,Wordplay,3505,2006
707,5244,6.6,32,Land of the Blind,3393,2006
708,617236,4.9,23,The Celestine Prophecy,3307,2006
709,80689,7.4,69,Kurt Cobain About a Son,3306,2006
710,7000000,6.2,38,The Last Time,3296,2006
711,54902,6.3,48,Civic Duty,3227,2006
712,16340,7.5,71,Sang sattawat,3211,2006
713,227064,7.4,79,Brand Upon the Brain! A Remembrance in 12 Chapters,3106,2006
714,194568,6.2,60,I Want Someone to Eat Cheese With,3081,2006
715,74283625,8.1,91,No Country for Old Men,731907,2007
716,256386216,7.2,65,I Am Legend,611984,2007
717,227471070,8.0,85,The Bourne Ultimatum,567848,2007
718,319071806,7.1,61,Transformers,556994,2007
719,206445654,8.0,96,Ratatouille,549307,2007
720,309420425,7.1,50,Pirates of the Caribbean: At World's End,538422,2007
721,18352454,8.1,73,Into the Wild,505912,2007
722,121463226,7.6,76,Superbad,468610,2007
723,143495265,7.5,81,Juno,455142,2007
724,40222514,8.1,93,There Will Be Blood,444661,2007
725,336530303,6.2,59,Spider-Man 3,441429,2007
726,292004738,7.5,71,Harry Potter and the Order of the Phoenix,426785,2007
727,23637265,7.9,81,Hot Fuzz,408874,2007
728,33080084,7.7,78,Zodiac,371048,2007
729,134529403,7.2,69,Live Free or Die Hard,363168,2007
730,130164645,7.8,76,American Gangster,356149,2007
731,148734225,7.0,85,Knocked Up,324064,2007
732,52898073,7.4,83,Sweeney Todd: The Demon Barber of Fleet Street,313456,2007
733,117154724,6.9,62,Ocean's Thirteen,288709,2007
734,47003582,7.2,53,Shooter,283777,2007
735,183135014,7.3,80,The Simpsons Movie,283693,2007
736,53606916,7.7,76,3:10 to Yuma,262345,2007
737,25593755,7.2,58,The Mist,252403,2007
738,320706665,6.0,58,Shrek the Third,243039,2007
739,71985628,6.8,64,1408,235481,2007
740,28638916,7.0,78,28 Weeks Later,235264,2007
741,38634938,7.7,66,Stardust,233058,2007
742,131921738,5.6,45,Fantastic Four: Rise of the Silver Surfer,232722,2007
743,20300218,7.7,72,Gone Baby Gone,225397,2007
744,50927067,7.8,85,Atonement,220202,2007
745,3675753,7.3,64,Sunshine,213882,2007
746,17114882,7.7,82,Eastern Promises,208907,2007
747,93466502,7.4,42,The Bucket List,207601,2007
748,115802596,5.2,35,Ghost Rider,203210,2007
749,107918810,6.3,68,Paranormal Activity,203138,2007
750,80209692,6.9,62,Disturbia,202673,2007
751,219964115,6.5,48,National Treasure: Book of Secrets,200527,2007
752,53695808,7.1,39,P.S. I Love You,187521,2007
753,50648679,6.3,41,Resident Evil: Extinction,168685,2007
754,25031037,7.6,77,Grindhouse,166587,2007
755,70107728,6.1,51,The Golden Compass,163408,2007
756,39015018,7.2,68,Fracture,162722,2007
757,127807262,7.1,75,Enchanted,160410,2007
758,11902715,7.2,67,The Darjeeling Limited,159369,2007
759,74283625,8.1,91,No Country for Old Men,731914,2007
760,256386216,7.2,65,I Am Legend,611984,2007
761,227471070,8.0,85,The Bourne Ultimatum,567848,2007
762,319071806,7.1,61,Transformers,556994,2007
763,206445654,8.0,96,Ratatouille,549307,2007
764,309420425,7.1,50,Pirates of the Caribbean: At World's End,538422,2007
765,18352454,8.1,73,Into the Wild,505912,2007
766,121463226,7.6,76,Superbad,468610,2007
767,143495265,7.5,81,Juno,455142,2007
768,40222514,8.1,93,There Will Be Blood,444661,2007
769,336530303,6.2,59,Spider-Man 3,441432,2007
770,292004738,7.5,71,Harry Potter and the Order of the Phoenix,426785,2007
771,23637265,7.9,81,Hot Fuzz,408874,2007
772,33080084,7.7,78,Zodiac,371048,2007
773,134529403,7.2,69,Live Free or Die Hard,363168,2007
774,130164645,7.8,76,American Gangster,356149,2007
775,148734225,7.0,85,Knocked Up,324064,2007
776,52898073,7.4,83,Sweeney Todd: The Demon Barber of Fleet Street,313456,2007
777,117154724,6.9,62,Ocean's Thirteen,288709,2007
778,47003582,7.2,53,Shooter,283777,2007
779,183135014,7.3,80,The Simpsons Movie,283693,2007
780,53606916,7.7,76,3:10 to Yuma,262345,2007
781,25593755,7.2,58,The Mist,252403,2007
782,320706665,6.0,58,Shrek the Third,243039,2007
783,71985628,6.8,64,1408,235481,2007
784,28638916,7.0,78,28 Weeks Later,235264,2007
785,38634938,7.7,66,Stardust,233058,2007
786,131921738,5.6,45,Fantastic Four: Rise of the Silver Surfer,232722,2007
787,20300218,7.7,72,Gone Baby Gone,225397,2007
788,50927067,7.8,85,Atonement,220202,2007
789,3675753,7.3,64,Sunshine,213882,2007
790,17114882,7.7,82,Eastern Promises,208907,2007
791,93466502,7.4,42,The Bucket List,207601,2007
792,115802596,5.2,35,Ghost Rider,203210,2007
793,107918810,6.3,68,Paranormal Activity,203138,2007
794,80209692,6.9,62,Disturbia,202673,2007
795,219964115,6.5,48,National Treasure: Book of Secrets,200527,2007
796,53695808,7.1,39,P.S. I Love You,187521,2007
797,50648679,6.3,41,Resident Evil: Extinction,168685,2007
798,25031037,7.6,77,Grindhouse,166587,2007
799,70107728,6.1,51,The Golden Compass,163408,2007
800,39015018,7.2,68,Fracture,162722,2007
801,127807262,7.1,75,Enchanted,160410,2007
802,11902715,7.2,67,The Darjeeling Limited,159369,2007
803,3904982,7.5,68,The Assassination of Jesse James by the Coward Robert Ford,152618,2007
804,39568996,6.6,53,30 Days of Night,152320,2007
805,82161969,6.2,59,Beowulf,152241,2007
806,39687694,6.3,35,Hitman,151057,2007
807,49033882,7.3,82,Michael Clayton,145914,2007
808,118594548,6.3,64,Blades of Glory,143103,2007
809,12807139,6.7,49,Shoot 'Em Up,137831,2007
810,18211013,6.2,42,Next,136640,2007
811,140125968,6.2,44,Rush Hour 3,136449,2007
812,7161284,7.5,74,The Orphanage,133857,2007
813,28476219,7.3,45,Mr. Brooks,133467,2007
814,120059556,6.0,37,I Now Pronounce You Chuck & Larry,130504,2007
815,5972884,7.3,70,Lars and the Real Girl,127830,2007
816,100462298,5.4,37,Evan Almighty,127059,2007
817,63300095,5.9,36,Saw IV,127023,2007
818,82272442,7.2,74,Bridge to Terabithia,126866,2007
819,126631277,6.1,54,Bee Movie,122427,2007
820,47536778,7.0,56,The Kingdom,110409,2007
821,118871849,6.7,81,Hairspray,109398,2007
822,168273550,5.9,27,Wild Hogs,107310,2007
823,41797066,4.7,29,Aliens vs. Predator: Requiem,105296,2007
824,9439923,7.9,88,Once,102747,2007
825,33302167,6.4,56,Mr. Bean's Holiday,101932,2007
826,24343673,7.4,56,Across the Universe,99610,2007
827,8579684,7.4,67,Death at a Funeral,98913,2007
828,66661095,7.1,69,Charlie Wilson's War,98005,2007
829,58272029,6.1,47,Halloween,97637,2007
830,31655091,7.5,38,August Rush,96919,2007
831,5990075,8.0,92,The Diving Bell and the Butterfly,96737,2007
832,39739367,2.3,17,Epic Movie,96103,2007
833,27670986,6.2,35,Hannibal Rising,95307,2007
834,47642963,6.8,65,Dan in Real Life,92228,2007
835,8060,8.1,33,Elite Squad,90148,2007
836,50572589,6.5,59,Music and Lyrics,89169,2007
837,19661987,7.5,61,Reign Over Me,88822,2007
838,7083025,7.3,84,Before the Devil Knows You're Dead,88480,2007
839,19363565,6.2,54,Vacancy,87422,2007
840,1294640,6.5,44,Funny Games,80465,2007
841,34925283,5.6,19,Good Luck Chuck,79881,2007
842,4443403,8.1,90,Persepolis,79466,2007
843,22466994,6.3,36,War,79056,2007
844,36787257,5.8,46,The Heartbreak Kid,78456,2007
845,28563179,6.9,59,We Own the Night,78229,2007
846,17609452,5.5,46,Hostel: Part II,78169,2007
847,97822171,6.9,61,Meet the Robinsons,77143,2007
848,16809076,6.2,34,Dead Silence,76670,2007
849,10301706,7.6,66,La Vie en Rose,75085,2007
850,15800078,7.6,61,The Kite Runner,73231,2007
851,24540079,8.0,74,Sicko,70575,2007
852,16930884,5.9,17,88 Minutes,70398,2007
853,15071514,5.9,45,The Invasion,69772,2007
854,14377198,6.5,33,Awake,68340,2007
855,13920741,6.7,43,Hot Rod,67616,2007
856,47852604,5.9,29,Premonition,67580,2007
857,217326974,5.2,39,Alvin and the Chipmunks,66273,2007
858,9525276,6.8,36,Death Sentence,65067,2007
859,43107979,6.3,50,No Reservations,64949,2007
860,6777741,7.2,65,In the Valley of Elah,64673,2007
861,1113541,8.2,68,Chak de! India,63265,2007
862,5998971,6.6,48,"Run, Fatboy, Run",62545,2007
863,18317151,6.8,63,Walk Hard: The Dewey Cox Story,61075,2007
864,58867694,6.7,64,Surf's Up,60416,2007
865,95673607,4.0,27,Norbit,60350,2007
866,16285240,6.9,45,Elizabeth: The Golden Age,60268,2007
867,36605602,7.5,64,Freedom Writers,59976,2007
868,3950294,7.0,54,Charlie Bartlett,59851,2007
869,54149098,6.3,41,TMNT,57256,2007
870,871577,7.7,78,Control,56344,2007
871,20804166,5.1,32,The Hills Have Eyes II,55492,2007
872,33231264,7.0,74,Breach,54947,2007
873,36793804,6.8,56,The Brave One,54287,2007
874,4600585,7.0,73,The Lookout,54052,2007
875,18670946,7.1,55,Becoming Jane,52679,2007
876,25925170,6.2,46,The Nanny Diaries,52594,2007
877,4017609,7.0,73,I'm Not There.,52525,2007
878,30226144,7.6,65,The Great Debaters,52220,2007
879,9736045,6.8,55,Rendition,51105,2007
880,90648202,6.2,44,The Game Plan,51105,2007
881,1185783,7.9,97,"4 Months, 3 Weeks and 2 Days",50561,2007
882,38108,7.2,68,Los cronocrímenes,50236,2007
883,866778,6.7,52,My Blueberry Nights,48293,2007
884,3718,6.1,23,The Condemned,47700,2007
885,971561,6.7,49,Cassandra's Dream,47336,2007
886,14998070,6.2,47,Lions for Lambs,44555,2007
887,958961,5.7,66,Diary of the Dead,43459,2007
888,11892415,6.3,45,Sydney White,41988,2007
889,23984949,5.7,31,Perfect Stranger,41327,2007
890,4535117,3.8,15,In the Name of the King: A Dungeon Siege Tale,41246,2007
891,5701643,7.3,74,Mongol: The Rise of Genghis Khan,41199,2007
892,19067631,7.0,75,Waitress,40806,2007
893,5484715,7.6,78,The Counterfeiters,40172,2007
894,25117498,5.7,36,The Reaping,40012,2007
895,10232081,5.4,29,Pathfinder,39978,2007
896,9422422,7.7,79,The Visitor,39670,2007
897,32061555,6.2,48,Mr. Magorium's Wonder Emporium,39116,2007
898,347578,5.4,57,Teeth,38213,2007
899,32844290,5.3,38,Balls of Fury,38195,2007
900,16472961,5.6,28,The Hitcher,37750,2007
901,35374833,5.4,34,The Messengers,35936,2007
902,72006777,5.6,42,Fred Claus,35563,2007
903,43799818,5.3,25,License to Wed,35431,2007
904,106368,7.6,75,Boy A,35249,2007
905,42674040,5.6,26,Because I Said So,35010,2007
906,40412817,6.5,71,The Water Horse,34702,2007
907,6610326,7.2,85,The Savages,33831,2007
908,4602512,7.6,61,"Lust, Caution",33708,2007
909,25628629,5.2,41,Mr. Woodcock,33281,2007
910,20568319,6.3,36,The Invisible,32986,2007
911,677914,8.1,83,The King of Kong: A Fistful of Quarters,32830,2007
912,25775,6.9,37,The Air I Breathe,32573,2007
913,5932060,5.4,37,The Last Legion,31976,2007
914,62745,6.4,52,The Nines,30837,2007
915,11043445,6.5,47,In the Land of Women,29683,2007
916,1784769,7.0,66,Son of Rambow,29064,2007
917,3992339,5.9,37,P2,28782,2007
918,4432981,6.8,67,2 Days in Paris,28636,2007
919,741283,7.8,85,The Edge of Heaven,28319,2007
920,342835,6.5,49,Sleuth,28306,2007
921,486021,6.7,83,Paranoid Park,26976,2007
922,3287315,7.2,63,Things We Lost in the Fire,26178,2007
923,9176787,6.7,74,A Mighty Heart,25466,2007
924,20342161,5.9,47,Reno 911!: Miami,25087,2007
925,128978,7.1,70,The Warlords,24497,2007
926,7498716,3.6,16,I Know Who Killed Me,24382,2007
927,3573870,6.8,61,The Jane Austen Book Club,23811,2007
928,969869,6.9,54,The Hunting Party,23334,2007
929,173066,6.3,36,My Name Is Bruce,22616,2007
930,10977721,3.6,33,Dragon Wars: D-War,22456,2007
931,18882880,5.9,25,Georgia Rule,22453,2007
932,2626800,4.7,24,Captivity,21647,2007
933,1200234,6.8,57,Flawless,21226,2007
934,18005198,4.5,22,Postal,21201,2007
935,263674,6.7,63,King of California,20968,2007
936,4607608,6.4,43,Love in the Time of Cholera,20820,2007
937,61356221,5.3,44,Stomp the Yard,20719,2007
938,121994,6.7,46,Reservation Road,20481,2007
939,20146,5.9,52,Wind Chill,20059,2007
940,21471047,6.3,59,The Last Mimzy,19883,2007
941,221846,6.8,55,Eagle vs Shark,19728,2007
942,3172573,6.7,55,Resurrecting the Champ,19363,2007
943,597420,6.1,63,The Signal,19329,2007
944,5755286,5.9,49,Lucky You,19273,2007
945,2087000,7.8,70,Guru,18930,2007
946,7486906,6.8,48,Martian Child,18906,2007
947,142666,7.8,66,Shelter,18717,2007
948,59108,6.3,30,Meet Bill,18621,2007
949,1959420,6.1,66,Margot at the Wedding,18014,2007
950,25612520,5.9,53,Nancy Drew,17627,2007
951,43751706,4.8,37,Underdog,17599,2007
952,49631958,4.1,36,Are We Done Yet?,17532,2007
953,2426851,6.5,64,You Kill Me,16978,2007
954,3525161,5.5,33,Blood and Chocolate,16374,2007
955,10005534,2.9,21,Bratz,16160,2007
956,214202,7.4,42,Trade,15885,2007
957,766487,5.0,50,The Ten,15818,2007
958,12550605,5.5,49,I Think I Love My Wife,15684,2007
959,943934,7.8,80,Encounters at the End of the World,15646,2007
960,3504875,6.7,51,Feast of Love,15180,2007
961,9397,5.8,71,Smiley Face,15172,2007
962,5694308,2.1,18,Who's Your Caddy?,14204,2007
963,307076,7.3,63,Cidade dos Homens,14197,2007
